所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 项目列表 - 交付组长/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 项目列表 - 交付组长 - 展示所有交付组长信息,系统已启动，用户已登录，且用户具有查看项目总览的权限,"1. 打开项目管理模块
2. 进入项目总览页面
3. 选择徐锴作为交付组长
4. 点击展示所有交付组长信息按钮","1. 成功打开项目管理模块
2. 正确进入项目总览页面
3. 徐锴的交付组长信息正确展示
4. 所有交付组长信息完整无误地展示",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 项目列表 - 交付组长 - UUAM中新增后，当前页面刷新后会展示/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 项目列表 - 交付组长 - UUAM中新增后，当前页面刷新后会展示 - fat环境需要uuam配置云舟系统角色才能在项目中添加对应成员,系统已启动，用户已登录，且fat环境已配置uuam和云舟系统角色,"1. 进入项目管理模块
2. 选择项目总览（徐锴）- 项目列表
3. 在交付组长部分，进行UUAM中新增操作
4. ","1. 成功进入项目管理模块
2. 成功选择项目总览（徐锴）- 项目列表
3. 成功在UUAM中新增操作
4. 当前页面刷新后，展示新增的UUAM成员",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 项目列表 - 算法主管/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 项目列表 - 算法主管 - 在UUAM中配置的一休系统角色,系统已启动，用户已登录，且用户具有项目管理权限,"1. 进入项目管理模块
2. 选择【进入项目】
3. 选择项目总览（徐锴）
4. 点击项目列表
5. 选择算法主管
6. 在UUAM中配置一休系统角色","1. 成功进入项目管理模块
2. 正确显示项目总览（徐锴）
3. 成功显示项目列表
4. 成功选择算法主管
5. 成功在UUAM中配置一休系统角色
6. ",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 项目列表 - 算法主管/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 项目列表 - 算法主管 - 展示所有算法主管信息,系统已启动，用户已登录，且用户具有查看项目总览的权限,"1. 打开项目管理页面
2. 进入项目总览模块
3. 选择算法主管信息展示选项","1. 成功进入项目总览页面
2. 正确展示所有算法主管信息
3. 展示的信息包括姓名、职位、负责项目等关键信息",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 项目列表 - 算法主管 - UUAM中新增后，当前页面刷新后会展示/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 项目列表 - 算法主管 - UUAM中新增后，当前页面刷新后会展示 - fat环境需要uuam配置云舟系统角色才能在项目中添加对应成员,系统已启动，用户已登录，且fat环境已配置uuam和云舟系统角色,"1. 进入项目管理模块
2. 选择项目总览功能
3. 查看项目列表
4. 点击算法主管对应的操作按钮
5. 在UUAM中新增成员
6. ","1. 成功进入项目管理模块
2. 成功选择项目总览功能
3. 成功查看项目列表
4. 成功点击算法主管对应的操作按钮
5. 成功在UUAM中新增成员
6. 当前页面刷新后，展示新增的成员信息",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 项目列表/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 项目列表 - 成员数量,系统已启动，用户已登录，且用户具有查看项目成员数量的权限,"1. 打开项目管理页面
2. 选择目标项目
3. 进入项目总览页面","1. 成功进入项目管理页面
2. 成功选择目标项目
3. 成功进入项目总览页面，并显示项目成员数量",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品数量 - 交互按钮“前往一休云” - 获取当前dmp登录人员bearer token自动登录？/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品数量 - 交互按钮“前往一休云” - 获取当前dmp登录人员bearer token自动登录？ - 统一跳项目空间列表,系统已启动，用户已登录,"1. 进入项目管理模块
2. 选择目标项目
3. 在项目总览页面找到产品数量
4. 点击交互按钮“前往一休云”","1. 成功进入项目管理模块
2. 正确选择目标项目
3. 成功进入项目总览页面并显示产品数量
4. 点击“前往一休云”按钮后，自动获取当前dmp登录人员的bearer token并跳转到项目空间列表",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品数量 - 交互按钮“前往一休云” - 该账号无一休系统权限/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品数量 - 交互按钮“前往一休云” - 该账号无一休系统权限 - 提示无权限，跳转登录页,系统已启动，用户已登录，且当前用户无一休系统权限,"1. 打开项目管理页面
2. 进入指定项目总览页面
3. 点击产品数量下的交互按钮“前往一休云”","1. 系统提示无权限
2. 系统跳转至登录页面
3. ",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴）/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 机器数量,系统已启动，用户已登录，且用户具有查看项目总览的权限,"1. 进入项目管理模块
2. 选择目标项目
3. 点击进入项目按钮","1. 成功进入项目总览页面
2. 页面正确显示项目信息
3. 页面正确显示项目中的机器数量",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品维度数据 - 产品选择框/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品维度数据 - 产品选择框 - 默认值“全部”,系统已启动，用户已登录，且用户具有项目管理权限,"1. 进入项目管理模块
2. 选择产品维度数据
3. 查看产品选择框","1. 成功进入项目管理模块
2. 产品维度数据页面正确显示
3. 产品选择框默认显示“全部”选项",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品维度数据 - 产品选择框/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品维度数据 - 产品选择框 - 单选产品,系统已启动，用户已登录，且用户具有项目管理权限,"1. 打开项目管理页面
2. 进入项目总览页面
3. 选择产品维度数据
4. 在产品选择框中选择单选产品
5. ","1. 成功打开项目管理页面
2. 成功进入项目总览页面
3. 产品维度数据选项正确显示
4. 产品选择框中单选产品选项正确显示
5. 选择单选产品后，系统正确处理并显示相关数据",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品维度数据 - 产品选择框/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品维度数据 - 产品选择框 - 输入筛选功能,系统已启动，用户已登录，且已进入项目管理模块,"1. 进入产品维度数据页面
2. 定位到产品选择框
3. 输入筛选关键词","1. 产品选择框显示输入的筛选关键词
2. 系统根据输入的关键词过滤产品列表
3. 筛选后的产品列表正确显示",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品维度数据 - 标准数据集样本总量/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品维度数据 - 标准数据集样本总量 - 一休获取,系统已启动，用户已登录，且用户具有项目管理权限,"1. 进入项目管理模块
2. 选择产品维度数据
3. 查找标准数据集样本总量
4. 点击进入一休获取页面","1. 成功进入项目管理模块
2. 产品维度数据列表显示正常
3. 标准数据集样本总量信息准确无误
4. 成功进入一休获取页面，并显示相关数据",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品维度数据 - bash数据集样本总量/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品维度数据 - bash数据集样本总量 - 一休获取,系统已启动，用户已登录，且用户具有项目管理权限,"1. 进入项目管理模块
2. 选择【进入项目】功能
3. 选择徐锴负责的项目
4. 点击项目总览页面
5. 切换到产品维度数据页面
6. 查找bash数据集样本总量信息","1. 成功进入项目管理模块
2. 成功选择徐锴负责的项目
3. 成功进入项目总览页面
4. 成功切换到产品维度数据页面
5. 成功找到bash数据集样本总量信息
6. ",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品维度数据 - 模型版本数量/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 产品维度数据 - 模型版本数量 - 一休获取,系统已启动，用户已登录，且用户具有查看项目总览的权限,"1. 进入项目管理模块
2. 选择产品维度数据
3. 点击进入模型版本数量页面","1. 成功进入模型版本数量页面
2. 页面显示所有模型版本数量
3. 数据准确无误，可进行查看和分析",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 机器维度数据 - 机器选择框/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 机器维度数据 - 机器选择框 - 默认值“全部”,系统已启动，用户已登录，且已进入项目管理模块,"1. 进入项目总览页面
2. 查看机器维度数据部分
3. 观察机器选择框的默认值","1. 成功进入项目总览页面
2. 机器维度数据部分可见
3. 机器选择框的默认值为“全部”",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 机器维度数据 - 机器选择框/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 机器维度数据 - 机器选择框 - 单选机器,系统已启动，用户已登录，且用户具有项目管理权限,"1. 打开项目管理页面
2. 进入项目总览页面
3. 选择机器维度数据
4. 在机器选择框中选择单台机器","1. 成功打开项目管理页面
2. 成功进入项目总览页面
3. 机器维度数据正确显示
4. 选择的单台机器被正确选中并显示",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 机器维度数据 - 机器选择框/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 机器维度数据 - 机器选择框 - 输入筛选功能,系统已启动，用户已登录，且已进入项目管理模块,"1. 打开项目总览页面
2. 进入机器维度数据页面
3. 定位到机器选择框
4. 输入筛选条件","1. 成功打开机器维度数据页面
2. 机器选择框可正常显示
3. 输入筛选条件后，系统根据条件筛选出相关机器
4. ",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 机器维度数据 - 已完成机电方案数量/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 机器维度数据 - 已完成机电方案数量 - ST获取,系统已启动，用户已登录，且具有项目管理权限,"1. 进入项目管理模块
2. 选择【进入项目】功能
3. 选择徐锴负责的项目
4. 点击项目总览页面
5. 切换到机器维度数据页面","1. 成功进入徐锴负责的项目
2. 项目总览页面正确加载
3. 机器维度数据页面正确显示
4. 已完成机电方案数量信息准确无误
5. ",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 项目总览（徐锴） - 机器维度数据 - 已完成光学方案数量/,项目管理 - 【进入项目】 - 项目总览（徐锴） - 机器维度数据 - 已完成光学方案数量 - ST获取,系统已启动，用户已登录,"1. 进入项目管理模块
2. 选择【进入项目】功能
3. 选择徐锴的项目
4. 转到项目总览页面
5. 点击机器维度数据选项","1. 成功进入徐锴的项目总览页面
2. 机器维度数据信息正确显示
3. 已完成光学方案数量数据准确无误
4. 
5. ",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品标识/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品标识 - 对应一休的产品编号、名称,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 点击添加产品按钮
3. 在产品标识部分，输入对应一休的产品编号
4. 输入对应一休的产品名称","1. 成功进入产品管理页面
2. 添加产品页面正确显示
3. 产品编号正确输入
4. 产品名称正确输入",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品标识/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品标识 - 英文字母、数字、_,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 点击添加产品按钮
3. 在产品标识输入框中输入英文字母、数字、_的组合","1. 成功进入产品管理页面
2. 添加产品按钮可点击
3. 输入框允许输入英文字母、数字、_的组合",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品标识/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品标识 - 长度限制32位,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 点击添加产品按钮
3. 在产品标识输入框中输入超过32位的测试数据","1. 成功进入产品管理页面
2. 点击添加产品按钮后，产品标识输入框可正常显示
3. 当输入超过32位的测试数据时，系统应提示输入长度超出限制，并限制输入长度不超过32位",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品标识/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品标识 - 必填,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 点击添加产品按钮
3. 进入产品标识页面","1. 成功进入产品标识页面
2. 产品标识字段为必填项
3. 系统提示必填项未填写",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品标识/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品标识 - 不允许重复,系统已启动，用户已登录，且当前用户具有添加产品的权限,"1. 打开项目管理页面
2. 进入产品管理模块
3. 点击添加产品按钮
4. 输入产品标识信息
5. 点击提交按钮","1. 成功打开添加产品页面
2. 产品标识信息正确显示
3. 当输入重复的产品标识时，系统提示错误信息，不允许重复
4. 
5. ",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品名称/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品名称 - 对应一休的产品显示名称,系统已启动，用户已登录到项目管理模块,"1. 进入项目
2. 选择产品管理功能
3. 点击添加产品按钮
4. 输入产品名称","1. 成功进入产品添加页面
2. 产品名称输入框可用
3. 输入的产品名称正确显示对应一休的产品显示名称
4. ",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品名称/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品名称 - 中英文字母、数字、_,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 点击添加产品按钮
3. 在产品名称输入框中输入中英文字母、数字、_的组合","1. 成功进入产品管理页面
2. 添加产品按钮可点击
3. 输入框允许输入中英文字母、数字、_的组合",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品名称/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品名称 - 长度限制32位,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 点击添加产品按钮
3. 在产品名称输入框中输入超过32位的测试数据","1. 成功进入产品管理页面
2. 添加产品按钮可正常点击
3. 输入超过32位的测试数据后，系统提示输入长度超出限制，并限制输入长度为32位",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品名称/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品名称 - 必填,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 点击添加产品按钮
3. 在产品名称字段中输入测试数据","1. 成功进入产品管理页面
2. 添加产品页面正确显示
3. 产品名称字段为必填项，未输入数据时无法提交",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品名称/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 产品名称 - 不允许重复,系统已启动，用户已登录，且当前用户有权限添加产品,"1. 打开项目管理页面
2. 进入产品管理模块
3. 点击添加产品按钮
4. 输入产品名称
5. 点击提交按钮","1. 成功打开产品添加页面
2. 产品名称输入框可正常输入
3. 当输入重复的产品名称时，系统提示错误信息，不允许重复
4. 
5. ",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 【确定】/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 【确定】 - 校验字段限制,系统已启动，用户已登录到项目管理模块,"1. 进入项目
2. 选择产品管理功能
3. 点击添加产品按钮
4. 输入产品信息
5. 点击确定按钮","1. 成功进入产品添加页面
2. 输入的产品信息符合字段限制要求
3. 点击确定后，系统验证字段限制并通过添加产品
4. 
5. ",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 【确定】/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 【确定】 - 保存成功，列表对应展示，数据来源为：云,系统已启动，用户已登录，且已进入项目管理页面,"1. 打开产品管理页面
2. 输入产品相关信息
3. 点击【添加产品】按钮
4. 点击【确定】按钮","1. 成功添加产品
2. 产品信息正确显示在列表中
3. 数据来源正确显示为：云
4. ",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 【确定】/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 【确定】 - 新增成功会将数据同步到：一休云（智检精灵获取一休的产品）、数据资产（st、EIIR获取数资的产品),系统已启动，用户已登录，且用户具有添加产品的权限,"1. 打开项目管理页面
2. 选择进入项目
3. 进入产品管理模块
4. 点击添加产品按钮
5. 输入产品相关信息
6. 点击确定按钮","1. 成功打开产品添加页面
2. 输入的产品信息正确无误
3. 点击确定后，系统成功处理并提示操作成功
4. 新增的产品数据同步到一休云
5. 新增的产品数据同步到数据资产
6. ",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】/,项目管理 - 【进入项目】 - 产品管理（中婷） - 【添加产品】 - 【取消】,系统已启动，用户已登录到项目管理模块,"1. 进入项目页面
2. 选择产品管理模块
3. 点击添加产品按钮
4. 输入产品信息
5. 点击取消按钮","1. 成功进入产品管理页面
2. 产品信息正确显示
3. 点击取消后，返回到产品管理页面
4. 产品信息未被保存
5. ",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 搜索 - 创建来源 - 下拉选 - 全部/,项目管理 - 【进入项目】 - 产品管理（中婷） - 搜索 - 创建来源 - 下拉选 - 全部 - 默认,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 在搜索框中输入相关关键词
3. 在创建来源下拉选中选择'全部'
4. 点击搜索按钮","1. 成功进入产品管理页面
2. 输入的关键词正确显示在搜索框中
3. 创建来源下拉选显示'全部'选项
4. 点击搜索后，系统显示默认搜索结果",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 搜索 - 创建来源 - 下拉选/,项目管理 - 【进入项目】 - 产品管理（中婷） - 搜索 - 创建来源 - 下拉选 - 云,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 在搜索框中输入相关关键词
3. 选择创建来源
4. 在下拉选中选择'云'","1. 成功进入产品管理页面
2. 搜索框正确显示并接受输入
3. 创建来源选项正确显示
4. '云'选项在下拉选中可被选中",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 搜索 - 创建来源 - 下拉选/,项目管理 - 【进入项目】 - 产品管理（中婷） - 搜索 - 创建来源 - 下拉选 - 本地,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 在搜索框中输入相关关键词
3. 点击创建来源按钮
4. 在下拉选中选择'本地'","1. 成功进入产品管理页面
2. 搜索框正确显示并接受输入
3. 点击创建来源按钮后，下拉选正确显示
4. 选择'本地'后，系统正确处理并显示相关操作结果",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 搜索 - 名称或标识/,项目管理 - 【进入项目】 - 产品管理（中婷） - 搜索 - 名称或标识 - 模糊搜索,系统已启动，用户已登录到项目管理模块,"1. 打开产品管理页面
2. 在搜索框中输入名称或标识
3. 点击搜索按钮","1. 成功打开产品管理页面
2. 搜索框正确显示并接受输入
3. 点击搜索后，系统显示与输入名称或标识匹配的结果",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 产品标识,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理列表页面
2. 查找目标产品标识
3. 点击进入产品标识详情","1. 成功进入产品标识详情页面
2. 产品标识信息完整且准确
3. 页面布局合理，功能操作流畅",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 产品名称,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理列表页面
2. 查找目标产品名称
3. 点击进入产品详情","1. 成功进入产品管理列表页面
2. 列表中显示所有产品名称
3. 点击产品名称后，成功进入对应产品的详情页面",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 创建来源/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 创建来源 - 通过项目交付系统创建的为：云,系统已启动，用户已登录,"1. 打开项目管理页面
2. 进入产品管理模块
3. 选择列表功能
4. 点击创建来源按钮","1. 成功打开创建来源页面
2. 页面显示通过项目交付系统创建的选项
3. 选项中包含“云”
4. ",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 创建来源/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 创建来源 - 通过智检精灵创建的为：本地,系统已启动，用户已登录，且具有项目管理权限,"1. 进入项目管理模块
2. 选择产品管理功能
3. 点击列表页面
4. 选择创建来源为智检精灵
5. 选择本地作为创建来源","1. 成功进入产品管理列表页面
2. 创建来源选项中显示智检精灵
3. 成功选择本地作为创建来源
4. 
5. ",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 创建来源 - 一休云创建的为：云/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 创建来源 - 一休云创建的为：云 - 历史数据需要全部同步过来,系统已启动，用户已登录，且具有项目管理权限,"1. 进入项目管理模块
2. 选择产品管理功能
3. 点击列表页面
4. 选择创建来源为‘一休云创建’
5. 选择同步历史数据选项","1. 成功进入项目管理模块
2. 成功进入产品管理列表页面
3. 成功选择创建来源为‘一休云创建’
4. 成功同步历史数据
5. ",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 创建来源 - 一休云创建的为：云/,"项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 创建来源 - 一休云创建的为：云 - 后续一休中仅作展示,不可新增、编辑、删除（v6.1）",系统已启动，用户已登录，且具有项目管理权限,"1. 进入项目管理模块
2. 选择产品管理列表
3. 查找并点击创建来源功能
4. 选择一休云创建的来源类型为云
5. 确认选择并提交","1. 成功进入项目管理模块
2. 成功进入产品管理列表页面
3. 成功选择创建来源功能
4. 成功选择一休云创建的来源类型为云
5. 系统提示操作成功，创建来源完成",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 创建来源 - 一休云创建的为：云/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 创建来源 - 一休云创建的为：云 - 一休中保留产品相关指标、策略、标签配置,系统已启动，用户已登录，且具有项目管理权限,"1. 进入项目管理模块
2. 选择产品管理列表
3. 点击创建来源按钮
4. 选择一休云创建的来源类型为“云”
5. 在一休中配置产品相关指标、策略、标签","1. 成功进入项目管理模块
2. 成功选择产品管理列表
3. 成功点击创建来源按钮
4. 成功选择一休云创建的来源类型为“云”
5. 成功在一休中配置产品相关指标、策略、标签",1,4,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 原始标准样本总量/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 原始标准样本总量 - 一休云该产品下原始标准样本数量,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理列表页面
2. 选择指定的一休云产品
3. 查看该产品下的原始标准样本数量","1. 成功进入产品管理列表页面
2. 正确显示指定的一休云产品信息
3. 准确显示该产品下的原始标准样本数量",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 原始bash样本总量/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 原始bash样本总量 - 一休云该产品下原始bash样本数量,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 选择【进入项目】功能
3. 查找并点击指定的产品
4. 进入产品详情页面","1. 成功进入产品管理页面
2. 成功进入指定的产品详情页面
3. 系统显示该产品下的原始bash样本总量
4. ",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 标准数据集样本总量/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 标准数据集样本总量 - 一休云该产品下标准数据集样本数量,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 选择【进入项目】功能
3. 选择具体的产品
4. 点击列表查看按钮","1. 成功进入产品管理页面
2. 正确显示产品下的标准数据集样本总量
3. 显示该产品下的标准数据集样本数量
4. ",1,2,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - bash数据集样本总量/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - bash数据集样本总量 - 一休云该产品下bash数据集样本数量,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理页面
2. 选择【进入项目】功能
3. 选择具体的产品
4. 点击列表查看bash数据集样本总量","1. 成功进入产品管理页面
2. 正确选择并进入具体产品
3. 列表中正确显示bash数据集样本总量
4. 一休云该产品下bash数据集样本数量正确显示",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 模型版本数量/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 模型版本数量 - 一休云该产品下深度模型数量,系统已启动，用户已登录到项目管理模块,"1. 进入产品管理列表页面
2. 选择指定产品
3. 查看模型版本数量信息","1. 成功进入产品管理列表页面
2. 正确显示指定产品信息
3. 显示该产品下的深度模型数量",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 产品标识/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 产品标识 - 不可修改,系统已启动，用户已登录，且已进入项目列表页面,"1. 进入项目列表页面
2. 选择需要编辑的产品
3. 点击编辑按钮","1. 成功进入产品编辑页面
2. 产品标识字段处于不可编辑状态
3. ",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 产品名称/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 产品名称 - 必填,系统已启动，用户已登录，且已进入项目管理模块,"1. 进入产品管理列表页面
2. 选择需要编辑的产品
3. 点击编辑按钮","1. 成功进入产品编辑页面
2. 产品名称字段为必填项，且必须有提示要求用户输入
3. 点击提交按钮时，如果没有输入产品名称，系统应提示用户必填项未填写",1,1,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 产品名称/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 产品名称 - 中英文字母、数字、_,系统已启动，用户已登录，且已进入项目管理模块,"1. 进入产品管理列表页面
2. 找到需要编辑的产品名称
3. 点击编辑按钮
4. 在产品名称输入框中输入中英文字母、数字、_的组合","1. 成功进入产品管理列表页面
2. 成功找到并选中需要编辑的产品名称
3. 成功点击编辑按钮，进入编辑页面
4. 产品名称输入框允许输入中英文字母、数字、_的组合",1,3,功能测试,功能测试阶段
/项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 产品名称/,项目管理 - 【进入项目】 - 产品管理（中婷） - 列表 - 【编辑】 - 产品名称 - 长度限制32位,系统已启动，用户已登录，且已进入项目列表页面,"1. 选择需要编辑的产品名称
2. 
3. ","1. 成功进入产品编辑页面
2. 产品名称输入框长度限制为32位字符
3. 超过32位的输入将被截断，并显示警告信息",1,3,功能测试,功能测试阶段
