所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/数据转换（封伟） - 新建转换任务 - 选择任务 - 全选勾选框/,数据转换（封伟） - 新建转换任务 - 选择任务 - 全选勾选框 - 回显质检完成的任务数量,系统已启动，用户已登录，存在质检完成的任务,"1. 进入数据转换模块，点击新建转换任务
2. 在选择任务界面，点击全选勾选框
3. 查看回显的任务数量","1. 成功进入新建任务页面
2. 所有任务被选中，全选框状态变为已选
3. 页面显示质检完成的任务数量",1,2,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 选择任务 - 全选勾选框/,数据转换（封伟） - 新建转换任务 - 选择任务 - 全选勾选框 - 回显勾选数量,系统已启动，用户已登录，进入数据转换模块的新建转换任务页面，存在任务列表,"1. 点击全选勾选框
2. 查看已选数量显示区域","1. 所有任务项均被勾选
2. 显示已选数量等于总任务数量",1,3,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 选择任务 - 全选勾选框/,数据转换（封伟） - 新建转换任务 - 选择任务 - 全选勾选框 - 点击勾选则选择所有任务,系统已启动，用户已登录，进入数据转换模块，新建转换任务，在选择任务页面,"1. 点击全选勾选框
2. 查看所有任务列表项的勾选状态","1. 全选勾选框变为选中状态
2. 所有任务列表项均被勾选",1,4,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 质量标签/,数据转换（封伟） - 新建转换任务 - 质量标签 - 自动带入任务中的标签信息,系统已启动，用户已登录,"1. 进入数据转换模块
2. 选择新建转换任务
3. 查看质量标签字段","1. 成功进入数据转换模块
2. 新建任务页面正常显示
3. 质量标签自动带入任务中的标签信息",1,1,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 质量标签/,数据转换（封伟） - 新建转换任务 - 质量标签 - 可以修改,系统已启动，用户已登录,"1. 打开数据转换页面并新建转换任务
2. 选择质量标签并进行修改
3. 点击保存按钮","1. 成功打开页面并新建任务
2. 质量标签修改成功
3. 任务保存成功，标签更新",1,1,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 质量标签/,数据转换（封伟） - 新建转换任务 - 质量标签 - 转换时会根据所选质量标签,系统已启动，用户已登录，存在可用的数据转换配置,"1. 打开新建转换任务页面
2. 选择指定的质量标签
3. 点击执行转换","1. 页面正确显示新建转换任务表单
2. 所选质量标签显示在任务配置中
3. 转换执行成功，结果数据根据质量标签进行过滤或处理",1,1,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 质量标签/,数据转换（封伟） - 新建转换任务 - 质量标签 - 如果不选，就是标注那边所有的标签，包括质量标签,系统已启动，用户已登录，存在标注任务包含质量标签和其他标签,"1. 打开数据转换页面，点击新建转换任务
2. 在质量标签选择处，不选择任何标签
3. 点击下一步或查看标签列表","1. 成功打开新建任务页面
2. 质量标签选择框为空
3. 系统显示所有标注标签（包括质量标签）可供选择",1,3,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 质量标签/,数据转换（封伟） - 新建转换任务 - 质量标签 - 如果选了，就按照标注所选的标签过滤,系统已启动，用户已登录,"1. 打开数据转换功能页面
2. 选择质量标签选项
3. 点击新建转换任务","1. 成功打开页面
2. 质量标签选项可用
3. 任务列表根据所选标签过滤显示",1,3,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 目标格式 - leRobotV2/,数据转换（封伟） - 新建转换任务 - 目标格式 - leRobotV2 - 默认选择,系统已启动，用户已登录,"1. 打开数据转换功能页面
2. 点击新建转换任务
3. 查看目标格式下拉框的默认选项","1. 成功打开数据转换页面
2. 弹出新建任务对话框
3. 目标格式默认选中leRobotV2",1,2,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 目标格式 - leRobotV2/,数据转换（封伟） - 新建转换任务 - 目标格式 - leRobotV2 - 必选,系统已启动，用户已登录,"1. 进入数据转换模块，点击新建转换任务
2. 在目标格式下拉框中选择“leRobotV2”
3. 填写所有必选字段，点击提交按钮","1. 成功打开新建转换任务页面
2. 目标格式正确显示为leRobotV2
3. 系统提示“转换任务创建成功”并返回任务列表",1,2,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 目标格式 - leRobotV2/,数据转换（封伟） - 新建转换任务 - 目标格式 - leRobotV2 - 选中高亮,系统已启动，用户已登录，进入数据转换功能页面,"1. 点击""新建转换任务""按钮
2. 在目标格式下拉列表中选择""leRobotV2""
3. 观察目标格式选项的显示状态","1. 成功打开新建转换任务窗口
2. ""leRobotV2""选项被选中
3. ""leRobotV2""选项高亮显示",1,2,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 目标格式/,数据转换（封伟） - 新建转换任务 - 目标格式 - leRobotV3,系统已启动，用户已登录,"1. 进入数据转换页面
2. 点击新建转换任务
3. 选择目标格式为leRobotV3","1. 成功进入数据转换页面
2. 弹出新建任务窗口
3. 目标格式成功选择leRobotV3",1,3,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 目标格式/,数据转换（封伟） - 新建转换任务 - 目标格式 - 二选一，切换选项时高亮样式实时变化,系统已启动，用户已登录，进入新建转换任务页面，目标格式选项有A和B两个，默认A高亮,"1. 点击未选中的目标格式选项B
2. 观察被点击选项B的样式
3. 观察原选中选项A的样式","1. 选项B变为高亮样式
2. 选项A恢复为普通样式
3. 样式切换实时无延迟",1,4,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 开始转换/,数据转换（封伟） - 新建转换任务 - 开始转换 - 校验必选项,系统已启动，用户已登录,"1. 打开数据转换页面
2. 新建转换任务
3. 点击开始转换（不填写必选项）","1. 成功打开页面
2. 任务创建成功
3. 系统提示必选项未填写或校验失败",1,3,功能测试,功能测试阶段
/数据转换（封伟） - 新建转换任务 - 开始转换 - 点击后开始转换/,数据转换（封伟） - 新建转换任务 - 开始转换 - 点击后开始转换 - 刷新正在转换列表，新增对应转换数据,系统已启动，用户已登录,"1. 新建转换任务
2. 点击开始转换按钮
3. 刷新正在转换列表","1. 转换任务创建成功
2. 任务状态变为转换中
3. 列表中新增对应转换数据",1,2,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换 - “刷新”按钮/,数据转换（封伟） - 正在转换 - “刷新”按钮 - 实时拉取最新 Job 状态、进度；,系统已启动，用户已登录，存在正在转换的数据转换任务,"1. 进入数据转换任务管理页面
2. 点击正在转换任务对应的“刷新”按钮
3. 观察任务状态和进度变化","1. 页面显示正在转换的任务
2. 系统发起请求拉取最新Job状态
3. 任务状态和进度实时更新为最新信息",1,4,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换 - 转换列表/,数据转换（封伟） - 正在转换 - 转换列表 - 批次ID,系统已启动，用户已登录，存在正在转换的批次,"1. 打开数据转换页面
2. 点击“正在转换”标签
3. 查看转换列表中的批次ID","1. 页面加载成功
2. 显示正在转换的批次列表
3. 批次ID正确显示",1,2,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换 - 转换列表/,数据转换（封伟） - 正在转换 - 转换列表 - task no,系统已启动，用户已登录，存在正在转换的任务,"1. 进入数据转换模块
2. 查看正在转换的转换列表
3. 在列表中查找 task no 对应的任务","1. 成功进入数据转换模块
2. 页面显示正在转换的任务列表
3. 列表中存在该 task no 的任务，状态为“正在转换”",1,1,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换 - 转换列表/,数据转换（封伟） - 正在转换 - 转换列表 - 任务名称,系统已启动，用户已登录，存在正在转换的数据转换任务,"1. 进入数据转换页面
2. 点击“正在转换”标签
3. 查看转换列表中的任务名称","1. 成功进入数据转换页面
2. 显示正在转换的任务列表
3. 列表中任务名称显示正确，与创建时一致",1,2,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换 - 转换列表/,数据转换（封伟） - 正在转换 - 转换列表 - 目标格式,系统已启动，用户已登录,"1. 进入数据转换页面
2. 点击“正在转换”选项卡
3. 查看转换列表中的目标格式","1. 成功进入数据转换页面
2. 显示正在转换的转换列表
3. 列表中每项的目标格式正确显示",1,4,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换 - 转换列表 - 进度/,数据转换（封伟） - 正在转换 - 转换列表 - 进度 - 最好能给出失败原因,系统已启动，用户已登录，且存在正在进行的数据转换任务,"1. 进入数据转换功能页面
2. 查看转换列表中的“正在转换”状态的任务
3. 点击查看进度详情","1. 页面显示所有正在进行的数据转换任务
2. 正确显示每个任务的进度条或百分比
3. 对于失败的任务，显示失败原因",1,1,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换 - 转换列表/,数据转换（封伟） - 正在转换 - 转换列表 - 任务创建人,系统已启动，用户已登录,"1. 打开数据转换功能页面
2. 点击“正在转换”选项卡
3. 查看转换列表中“任务创建人”字段","1. 成功打开数据转换页面
2. 显示所有正在转换的任务列表
3. 每个任务的“任务创建人”字段显示正确的创建人名称",1,1,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换 - 转换列表/,数据转换（封伟） - 正在转换 - 转换列表 - 转换人,"系统已启动，用户已登录，存在正在转换的任务且转换人为""封伟""","1. 打开数据转换页面
2. 查看转换列表
3. 查看转换人字段","1. 成功打开数据转换页面
2. 显示转换列表，包含正在转换的任务
3. 转换人字段显示为""封伟""",1,1,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换 - 转换列表/,数据转换（封伟） - 正在转换 - 转换列表 - 任务创建时间,系统已启动，用户已登录，存在正在转换的数据转换任务,"1. 打开数据转换页面
2. 点击“正在转换”标签
3. 查看转换列表中的任务创建时间","1. 成功打开数据转换页面
2. 成功切换到正在转换列表
3. 正确显示任务的创建时间",1,2,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换 - 转换列表/,数据转换（封伟） - 正在转换 - 转换列表 - 导出时间,系统已启动，用户已登录，存在正在转换的任务,"1. 打开数据转换页面
2. 点击“正在转换”标签
3. 点击“导出时间”按钮","1. 成功打开数据转换页面
2. 显示正在转换的任务列表
3. 系统导出时间数据并提示导出成功",1,2,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换 - 转换列表 - 操作 - 取消/,数据转换（封伟） - 正在转换 - 转换列表 - 操作 - 取消 - 点击之后该条任务移除列表,系统已启动，用户已登录，数据转换页面存在正在转换的任务,"1. 打开数据转换页面，查看正在转换列表
2. 点击某条正在转换任务的“取消”按钮
3. 确认取消操作","1. 列表显示正在转换的任务
2. 系统提示取消成功
3. 该任务从转换列表中移除",1,1,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换 - 转换列表 - 操作 - 建议可以增加失败的重新转换，删除等功能，防止列表数据冗余/,数据转换（封伟） - 正在转换 - 转换列表 - 操作 - 建议可以增加失败的重新转换，删除等功能，防止列表数据冗余 - 转换失败的临时文件可手动清理，释放存储空间,系统已启动，用户已登录，存在转换失败的临时文件,"1. 进入转换列表页面
2. 选择转换失败的任务
3. 点击删除或清理按钮","1. 成功进入页面
2. 任务被选中
3. 临时文件被删除，列表更新",1,3,功能测试,功能测试阶段
/数据转换（封伟） - 正在转换/,数据转换（封伟） - 正在转换 - 成功后刷新已转换列表，数据流转到已转换列表,系统已启动，用户已登录，存在正在转换的数据,"1. 打开正在转换列表
2. 等待数据转换完成
3. 刷新已转换列表","1. 正在转换列表显示数据
2. 数据状态变为成功
3. 已转换列表中出现该数据",1,3,功能测试,功能测试阶段
/数据转换（封伟） - 已转换 - “刷新”按钮/,数据转换（封伟） - 已转换 - “刷新”按钮 - 实时拉取最新 Job 状态、进度；,系统已启动，用户已登录,"1. 进入数据转换页面
2. 选择一个状态为“已转换”的Job
3. 点击“刷新”按钮","1. 页面显示“已转换”Job列表
2. 所选Job状态显示“已转换”
3. 系统实时拉取最新Job状态和进度，并更新显示",1,4,功能测试,功能测试阶段
/数据转换（封伟） - 已转换 - 转换列表/,数据转换（封伟） - 已转换 - 转换列表 - 批次ID,系统已登录，进入数据转换页面,"1. 打开数据转换模块
2. 点击“已转换”标签
3. 查看转换列表中的批次ID列","1. 成功打开数据转换页面
2. 显示已转换的转换列表
3. 列表中每条记录显示对应的批次ID",1,2,功能测试,功能测试阶段
/数据转换（封伟） - 已转换 - 转换列表/,数据转换（封伟） - 已转换 - 转换列表 - task no,系统已启动，用户已登录,"1. 进入数据转换模块
2. 点击“已转换”标签
3. 在转换列表中查找指定task no","1. 成功进入数据转换页面
2. 显示已转换列表
3. 列表中显示对应task no的记录",1,1,功能测试,功能测试阶段
/数据转换（封伟） - 已转换 - 转换列表/,数据转换（封伟） - 已转换 - 转换列表 - 任务名称,系统已启动，用户已登录,"1. 进入数据转换模块
2. 点击“已转换”标签
3. 查看转换列表中的任务名称","1. 成功进入数据转换模块
2. 显示已转换列表
3. 列表显示正确的任务名称",1,3,功能测试,功能测试阶段
/数据转换（封伟） - 已转换 - 转换列表/,数据转换（封伟） - 已转换 - 转换列表 - 目标格式,系统已启动，用户已登录，存在已转换的数据转换任务,"1. 点击“已转换”标签
2. 在转换列表中点击“目标格式”列下的某一行
3. 查看弹窗信息","1. 页面切换到已转换列表
2. 系统响应点击，显示目标格式详情
3. 弹窗正确显示目标格式",1,1,功能测试,功能测试阶段
/数据转换（封伟） - 已转换 - 转换列表 - 进度/,数据转换（封伟） - 已转换 - 转换列表 - 进度 - 最好能给出失败原因,系统已启动，用户已登录,"1. 进入数据转换页面
2. 查看已转换列表
3. 点击某个转换任务的进度","1. 成功进入数据转换页面
2. 显示已转换任务列表
3. 显示进度信息，最好能包含失败原因",1,3,功能测试,功能测试阶段
/数据转换（封伟） - 已转换 - 转换列表/,数据转换（封伟） - 已转换 - 转换列表 - 任务创建人,用户已登录，系统已启动，存在已转换任务且创建人为封伟,"1. 进入数据转换模块，点击“已转换”标签
2. 查看转换列表
3. 检查任务创建人列","1. 页面显示已转换任务列表
2. 列表正常加载，无报错
3. 任务创建人显示为“封伟”",1,4,功能测试,功能测试阶段
/数据转换（封伟） - 已转换 - 转换列表/,数据转换（封伟） - 已转换 - 转换列表 - 转换人,系统已启动，用户已登录，存在已转换的数据,"1. 打开数据转换页面
2. 切换到“已转换”选项卡
3. 查看转换列表中的转换人信息","1. 页面正常显示
2. 已转换列表正确加载
3. 转换人字段显示为正确的人员姓名",1,4,功能测试,功能测试阶段
/数据转换（封伟） - 已转换 - 转换列表/,数据转换（封伟） - 已转换 - 转换列表 - 任务创建时间,系统已启动，用户已登录，存在已转换的数据转换任务,"1. 进入数据转换模块，点击“已转换”标签
2. 在列表中找到一条任务记录
3. 查看该任务的“任务创建时间”字段","1. 成功切换到“已转换”列表视图
2. 列表正确显示多条任务记录
3. 该任务的创建时间显示为预期格式（如YYYY-MM-DD HH:mm:ss）",1,2,功能测试,功能测试阶段
/数据转换（封伟） - 已转换 - 转换列表/,数据转换（封伟） - 已转换 - 转换列表 - 导出时间,系统已启动，用户已登录，已进入数据转换-已转换列表页面,"1. 点击导出按钮
2. 选择导出时间选项
3. 点击确认导出","1. 弹出导出选项菜单
2. 系统开始导出时间数据
3. 导出完成并提示导出成功",1,4,功能测试,功能测试阶段
/数据转换（封伟） - 已转换 - 转换列表 - 操作/,数据转换（封伟） - 已转换 - 转换列表 - 操作 - 建议可以增加失败的重新转换，删除等功能，防止列表数据冗余,系统已启动，用户已登录，存在转换失败和冗余数据,"1. 进入已转换列表
2. 点击转换失败数据的重新转换按钮
3. 点击冗余数据的删除按钮","1. 成功显示已转换列表
2. 重新转换执行成功，状态更新
3. 冗余数据被成功删除，列表不再显示",1,1,功能测试,功能测试阶段
/数据转换（封伟） - 已转换/,数据转换（封伟） - 已转换 - 成功转换的数据可以在数据可视化模块查询,系统已启动，用户已登录，且已有成功转换的数据,"1. 进入数据可视化模块
2. 输入查询条件（如数据ID或名称）
3. 点击查询按钮","1. 成功打开数据可视化模块页面
2. 查询条件正确输入
3. 系统成功显示已转换的数据",1,4,功能测试,功能测试阶段
/数据可视化（封伟） - 左边栏模块进入“数据可视化”/,数据可视化（封伟） - 左边栏模块进入“数据可视化” - 符合账号权限,系统已启动，用户已登录且具有数据可视化权限,"1. 点击左边栏的“数据可视化”模块
2. 等待页面加载","1. 成功跳转到数据可视化页面
2. 页面显示正常，无报错",1,4,功能测试,功能测试阶段
/数据可视化（封伟） - 标题文案/,数据可视化（封伟） - 标题文案 - 标题：数据可视化,系统已启动，用户已登录,"1. 打开数据可视化页面
2. 查看页面标题","1. 成功打开数据可视化页面
2. 页面标题显示为'数据可视化'",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 标题文案/,数据可视化（封伟） - 标题文案 - 副标题：按分类浏览已转换的数据集,系统已启动，用户已登录，已存在已转换的数据集,"1. 进入数据可视化页面
2. 查看标题文案
3. 查看副标题","1. 成功进入数据可视化页面
2. 标题文案显示正确
3. 副标题显示为“按分类浏览已转换的数据集”",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 空数据场景/,数据可视化（封伟） - 列表 - 空数据场景 - 空白提示,系统已启动，用户已登录，且列表无数据,"1. 打开数据可视化列表页面。
2. 查看列表内容。","1. 成功打开列表页面。
2. 列表区域显示空白提示信息（如“暂无数据”）。",1,1,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载/,数据可视化（封伟） - 列表 - 页面初始化加载 - cover封面图,系统已启动，用户已登录,"1. 打开数据可视化列表页面
2. 观察页面加载时的封面图显示
3. 等待页面加载完成","1. 页面正常打开
2. 封面图正确显示
3. 页面加载完成后封面图正常展示",1,1,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载/,数据可视化（封伟） - 列表 - 页面初始化加载 - 自适应布局,系统已启动，用户已登录，且进入数据可视化列表页面,"1. 打开数据可视化列表页面
2. 调整浏览器窗口大小（如缩小或放大）
3. 观察页面布局变化","1. 页面成功加载，显示列表数据
2. 窗口大小变化时，列表布局自适应调整，无滚动条异常
3. 页面元素正常显示，无重叠或错位",1,1,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - hover视频播放 - 鼠标移入卡片封面区域：自动加载并播放对应分类下的预览视频/,数据可视化（封伟） - 列表 - 页面初始化加载 - hover视频播放 - 鼠标移入卡片封面区域：自动加载并播放对应分类下的预览视频 - 视频正常播放无卡顿,系统已启动，用户已登录,"1. 打开数据可视化列表页面
2. 将鼠标移入卡片封面区域
3. 观察视频加载和播放情况","1. 页面正常加载显示卡片列表
2. 鼠标移入后，自动加载并播放对应分类下的预览视频
3. 视频正常播放，无卡顿现象",1,4,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - hover视频播放 - 鼠标移出卡片：视频立刻暂停、画面切回静态 cover 封面/,数据可视化（封伟） - 列表 - 页面初始化加载 - hover视频播放 - 鼠标移出卡片：视频立刻暂停、画面切回静态 cover 封面 - 展示正常,系统已启动，用户已登录,"1. 打开数据可视化列表页面
2. 鼠标悬停在有视频封面的卡片上
3. 鼠标移出卡片","1. 页面初始化加载正常，列表展示卡片
2. 视频开始播放
3. 视频立刻暂停，画面切回静态 cover 封面",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - hover视频播放/,数据可视化（封伟） - 列表 - 页面初始化加载 - hover视频播放 - 来回切换展示正常,系统已启动，用户已登录，数据可视化页面已加载,"1. 打开数据可视化列表页面
2. 将鼠标悬停到第一个视频上
3. 再将鼠标悬停到第二个视频上","1. 页面成功加载，列表显示正常
2. 第一个视频开始播放
3. 第二个视频开始播放，第一个视频停止播放或恢复为静态",1,4,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 底部文案校验 - 分类名称、样本总数、视频总数、更新时间格式YYYY - MM/,数据可视化（封伟） - 列表 - 页面初始化加载 - 底部文案校验 - 分类名称、样本总数、视频总数、更新时间格式YYYY - MM - DD HH:MM,系统已启动，用户已登录,"1. 打开数据可视化列表页面
2. 查看页面底部文案
3. 检查分类名称、样本总数、视频总数、更新时间格式","1. 页面加载成功
2. 底部文案显示完整
3. 分类名称正确，样本总数、视频总数显示数字，更新时间格式为YYYY-MM-DD HH:MM",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 数据检索输入框/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 数据检索输入框 - 占位符校验：提示文字【输入关键词后按回车】,系统已启动，用户已登录,"1. 进入数据可视化列表页面
2. 点击一个视频进入视频分类
3. 查看数据检索输入框的占位符文本","1. 成功进入列表页面
2. 进入对应视频分类页面
3. 输入框显示占位符“输入关键词后按回车”",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 数据检索输入框 - 检索逻辑/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 数据检索输入框 - 检索逻辑 - 输入完整分类名，精准匹配卡片；,系统已启动，用户已登录，已进入数据可视化列表页面，并通过点击视频进入了视频分类页面,"1. 在数据检索输入框中输入完整的分类名
2. 触发检索（如点击搜索按钮或按下回车）
3. 观察卡片列表显示结果","1. 输入框显示输入的分类名
2. 页面只显示与输入分类名精准匹配的卡片，其他卡片隐藏
3. 系统无报错，检索响应正常",1,1,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 数据检索输入框 - 检索逻辑/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 数据检索输入框 - 检索逻辑 - 输入部分关键词，模糊匹配对应分类；,系统已启动，用户已登录，位于数据可视化列表页面，点击视频进入视频分类页面，数据检索输入框可见,"1. 在数据检索输入框中输入部分关键词
2. 观察检索结果","1. 输入的关键词显示在输入框中
2. 系统展示匹配该关键词的模糊分类结果",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 数据检索输入框 - 检索逻辑/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 数据检索输入框 - 检索逻辑 - 清空输入框，自动恢复展示全部分类卡片；,用户已登录，数据可视化页面已打开，已点击视频进入视频分类页面,"1. 在数据检索输入框中输入检索词
2. 查看检索结果
3. 清空输入框","1. 页面展示符合检索词的卡片
2. 检索结果正确显示
3. 页面自动恢复展示全部分类卡片",1,1,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 数据检索输入框 - 检索逻辑/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 数据检索输入框 - 检索逻辑 - 支持中英文、数字、特殊标签检索，无检索乱码,系统已启动，用户已登录，进入视频分类页面,"1. 在数据检索输入框中输入中英文、数字和特殊标签（如@#￥%等）
2. 点击检索按钮或按回车键
3. 观察检索结果","1. 输入框正常显示输入内容，无乱码
2. 系统执行检索
3. 检索结果正确显示，无乱码",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 全选当前页/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 全选当前页 - 点击勾选全选当前页,系统已启动，用户已登录,"1. 进入数据可视化列表页面
2. 点击视频进入视频分类
3. 点击全选当前页并勾选","1. 页面初始化加载成功
2. 成功进入视频分类页面
3. 当前页所有项被选中",1,2,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 全选当前页/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 全选当前页 - 取消则不选中,系统已启动，用户已登录，已进入数据可视化列表页面，且已点击视频进入视频分类页面,"1. 进入视频分类页面
2. 点击全选按钮
3. 点击取消全选按钮","1. 成功显示视频分类列表
2. 当前页所有视频被选中
3. 当前页所有视频取消选中",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 全选当前页/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 全选当前页 - 切换无异常,系统已启动，用户已登录,"1. 进入数据可视化列表页面，点击视频进入视频分类
2. 点击全选当前页
3. 执行切换操作（如切换分类或翻页）","1. 成功进入视频分类页面
2. 当前页所有视频被选中
3. 切换操作正常，无异常（如选中状态正确或提示信息）",1,4,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 批量导出/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 批量导出 - 所选数量小于1，置灰,系统已启动，用户已登录，进入数据可视化列表页面，并已点击视频进入视频分类页面,"1. 在视频分类页面，不选择任何数据项（所选数量小于1）
2. 点击批量导出按钮","1. 批量导出按钮处于置灰状态，不可点击
2. 页面无任何导出操作发生",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 批量导出/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 批量导出 - 所选数量大于≥1时，高亮可选,系统已启动，用户已登录，进入数据可视化列表页面，已通过点击视频进入视频分类,"1. 在视频分类列表中勾选至少1个视频
2. 点击批量导出按钮
3. 观察批量导出按钮状态","1. 勾选至少1个视频后，复选框显示为选中状态
2. 批量导出按钮变为高亮（可选）
3. 按钮可点击",1,4,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 批量导出/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 批量导出 - 点击后导入数据到本地,系统已启动，用户已登录,"1. 进入数据可视化列表页面，点击视频进入视频分类
2. 在视频分类页面点击批量导出
3. 点击后导入数据到本地","1. 成功进入视频分类页面
2. 系统提示导出成功并生成文件
3. 数据成功导入到本地",1,3,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - cover封面图,系统已启动，用户已登录,"1. 打开数据可视化页面
2. 点击视频进入视频分类
3. 进入视频分类列表页面","1. 页面成功加载
2. 成功进入视频分类
3. 列表显示所选分类对应的数据，封面图正确显示",1,1,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - 自适应布局,系统已启动，用户已登录，数据可视化列表页面已打开,"1. 点击视频分类中的视频条目
2. 观察页面跳转到对应的视频分类列表页面
3. 检查页面布局是否自适应","1. 页面跳转到视频分类列表页面
2. 列表显示所选分类对应的数据
3. 页面布局根据屏幕大小自适应调整",1,4,功能测试,功能测试阶段
/数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - hover视频播放 - 鼠标移入卡片封面区域：自动加载并播放对应分类下的预览视频/,数据可视化（封伟） - 列表 - 页面初始化加载 - 点击视频进入视频分类 - 列表 - 页面初始化加载，所选分类进入的对应数据 - hover视频播放 - 鼠标移入卡片封面区域：自动加载并播放对应分类下的预览视频 - 视频正常播放无卡顿,系统已启动，用户已登录，进入数据可视化列表页面,"1. 点击视频分类进入视频分类列表
2. 等待页面初始化加载所选分类数据
3. 鼠标移入卡片封面区域","1. 成功跳转到视频分类列表
2. 页面正确展示对应分类的数据
3. 视频自动加载并正常播放，无卡顿",1,4,功能测试,功能测试阶段
