所属模块,用例标题,前置条件,步骤,预期,关键词,优先级,用例类型,适用阶段
/标签管理（林禹成） - 【新建标签】 - * 标签名称 - 限制/,新建标签-名称仅数字-边界验证,用户已登录且具有标签管理权限，进入标签管理页面,"1. 点击“新建标签”按钮
2. 在标签名称输入框中输入“123”
3. 点击“确定”按钮","1. 弹出新建标签对话框
2. 输入成功
3. 标签创建成功，列表显示新标签",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 【新建标签】 - * 标签分类 - 其他/,新建标签时分类默认选中“其他”,用户已登录并拥有标签管理权限，进入新建标签页面,"1. 打开新建标签弹窗或页面
2. 查看标签分类下拉框的默认选中项","1. 新建标签弹窗或页面正常打开
2. 标签分类下拉框默认选中“其他”",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 【新建标签】 - * 标签分类/,新建标签-分类选择质量-正向验证,用户已登录并拥有标签管理菜单权限，进入标签管理页面，点击新建标签按钮,"1. 在新建标签弹窗中，输入标签名称（如：质量标签A）
2. 点击标签分类下拉框，选择“质量”
3. 点击“确定”按钮提交","1. 标签名称输入成功
2. 下拉框显示“质量”，选择成功
3. 提示新建成功，标签列表新增一条记录，分类显示“质量”，状态默认为“启用”",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 【新建标签】 - * 标签分类/,新建标签-分类选择质量-必填校验,用户已登录并拥有标签管理菜单权限，进入标签管理页面，点击新建标签按钮,"1. 不输入标签名称
2. 点击标签分类下拉框，选择“质量”
3. 点击“确定”按钮提交","1. 标签名称为空
2. 分类选择成功
3. 提示“标签名称不能为空”，无法提交",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 【新建标签】 - * 标签分类/,新建标签-分类选择质量-名称唯一性校验,系统中已存在名称为“质量标签A”且分类为“质量”的标签；用户已登录并拥有标签管理菜单权限，进入标签管理页面，点击新建标签按钮,"1. 在新建标签弹窗中，输入已存在的标签名称“质量标签A”
2. 点击标签分类下拉框，选择“质量”
3. 点击“确定”按钮提交","1. 标签名称输入成功
2. 分类选择成功
3. 提示“标签名称已存在”，无法提交",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 【新建标签】 - 【取消】/,新建标签弹框点击取消后关闭且不保存,已登录系统并进入标签管理页面，具备新建标签权限,"1. 点击“新建标签”按钮，打开新建标签弹框
2. 在弹框中输入标签名称“测试标签”，选择分类“质量”，状态“启用”
3. 点击“取消”按钮","1. 新建标签弹框正常打开
2. 输入和选择操作成功
3. 弹框关闭，页面列表不新增“测试标签”记录，且无保存提示",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 【新建标签】 - 【取消】/,新建标签弹框取消时清空已输入内容,已登录系统并进入标签管理页面，具备新建标签权限,"1. 点击“新建标签”按钮，打开新建标签弹框
2. 在弹框中输入标签名称“临时标签”，选择分类“其他”，状态“禁用”
3. 点击“取消”按钮
4. 再次点击“新建标签”按钮","1. 新建标签弹框正常打开
2. 输入和选择操作成功
3. 弹框关闭，不保存任何数据
4. 弹框重新打开，且弹框内所有字段为空，分类和状态为默认值",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 【新建标签】 - 【保存】 - 校验/,新建标签-标签名称为空时保存提示必填,已登录系统且具有标签管理权限，进入标签管理页面，点击新建标签按钮，弹出新建标签弹窗,"1. 在新建标签弹窗中，不填写标签名称
2. 选择分类为“质量”
3. 选择状态为“启用”
4. 点击“保存”按钮","1. 标签名称输入框为空
2. 分类已选择“质量”
3. 状态已选择“启用”
4. 保存失败，页面提示“标签名称不能为空”或类似必填校验提示，标签未创建成功",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 【新建标签】 - 【保存】 - 校验/,新建标签-分类未选择时保存提示必填,已登录系统且具有标签管理权限，进入标签管理页面，点击新建标签按钮，弹出新建标签弹窗,"1. 在新建标签弹窗中，填写标签名称“测试标签”
2. 不选择分类（保持默认空值）
3. 选择状态为“启用”
4. 点击“保存”按钮","1. 标签名称已填写“测试标签”
2. 分类下拉框未选择任何选项
3. 状态已选择“启用”
4. 保存失败，页面提示“请选择标签分类”或类似必填校验提示，标签未创建成功",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 【新建标签】 - 【保存】 - 校验/,新建标签-状态未选择时保存提示必填,已登录系统且具有标签管理权限，进入标签管理页面，点击新建标签按钮，弹出新建标签弹窗,"1. 在新建标签弹窗中，填写标签名称“测试标签”
2. 选择分类为“其他”
3. 不选择状态（保持默认空值）
4. 点击“保存”按钮","1. 标签名称已填写“测试标签”
2. 分类已选择“其他”
3. 状态下拉框未选择任何选项
4. 保存失败，页面提示“请选择标签状态”或类似必填校验提示，标签未创建成功",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 【新建标签】 - 【保存】 - 校验/,新建标签-所有必填项为空时保存提示必填,已登录系统且具有标签管理权限，进入标签管理页面，点击新建标签按钮，弹出新建标签弹窗,"1. 在新建标签弹窗中，不填写标签名称
2. 不选择分类
3. 不选择状态
4. 点击“保存”按钮","1. 标签名称输入框为空
2. 分类下拉框未选择任何选项
3. 状态下拉框未选择任何选项
4. 保存失败，页面提示所有必填项（标签名称、分类、状态）不能为空，标签未创建成功",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 【新建标签】 - 【保存】 - 校验/,新建标签-保存-名称唯一性校验-输入已存在标签名称,系统已存在一个名称为“质量标签”的标签，且当前用户有新建标签权限,"1. 进入标签管理页面，点击“新建标签”按钮
2. 在标签名称输入框中输入“质量标签”
3. 选择分类为“质量”，状态为“启用”
4. 点击“保存”按钮","1. 弹出新建标签对话框
2. 输入成功
3. 选择成功
4. 保存失败，提示“标签名称已存在”或类似唯一性校验错误信息，标签未被创建",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 【新建标签】 - 【保存】 - 校验/,新建标签-保存-名称唯一性校验-输入不存在的标签名称,系统不存在名称为“新标签A”的标签，且当前用户有新建标签权限,"1. 进入标签管理页面，点击“新建标签”按钮
2. 在标签名称输入框中输入“新标签A”
3. 选择分类为“其他”，状态为“禁用”
4. 点击“保存”按钮","1. 弹出新建标签对话框
2. 输入成功
3. 选择成功
4. 保存成功，提示“保存成功”，新标签出现在列表中，且创建时间、更新时间显示为当前时间",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 标签名称/,新增标签时填写合法且唯一的标签名称，保存成功,已登录有标签管理权限的账号，进入标签管理列表页，点击“新建标签”按钮，弹出新增弹窗,"1. 在标签名称输入框中输入“测试标签A”
2. 选择分类为“质量”
3. 选择状态为“启用”
4. 点击“确定”按钮","1. 输入框正常显示输入内容
2. 分类下拉正常选择“质量”
3. 状态下拉正常选择“启用”
4. 保存成功，弹窗关闭，列表刷新后出现“测试标签A”，且创建时间、更新时间显示当前时间",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 标签名称/,新增标签时填写已存在的标签名称，提示名称重复,系统中已存在名称为“测试标签A”的标签，已登录有标签管理权限的账号，进入标签管理列表页，点击“新建标签”按钮，弹出新增弹窗,"1. 在标签名称输入框中输入“测试标签A”
2. 选择分类为“其他”
3. 选择状态为“禁用”
4. 点击“确定”按钮","1. 输入框正常显示输入内容
2. 分类下拉正常选择“其他”
3. 状态下拉正常选择“禁用”
4. 保存失败，提示“标签名称已存在”，弹窗不关闭，列表不新增数据",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 标签名称/,新增标签时填写空标签名称，提示必填,已登录有标签管理权限的账号，进入标签管理列表页，点击“新建标签”按钮，弹出新增弹窗,"1. 不填写标签名称，保持为空
2. 选择分类为“质量”
3. 选择状态为“启用”
4. 点击“确定”按钮","1. 输入框为空
2. 分类下拉正常选择“质量”
3. 状态下拉正常选择“启用”
4. 保存失败，提示“标签名称不能为空”，弹窗不关闭",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 标签名称/,新增标签时填写超长标签名称，提示长度超限,已登录有标签管理权限的账号，进入标签管理列表页，点击“新建标签”按钮，弹出新增弹窗,"1. 在标签名称输入框中输入超过系统允许最大长度的字符串（如100个字符）
2. 选择分类为“质量”
3. 选择状态为“启用”
4. 点击“确定”按钮","1. 输入框显示输入内容，但可能被截断或提示长度限制
2. 分类下拉正常选择“质量”
3. 状态下拉正常选择“启用”
4. 保存失败，提示“标签名称长度不能超过XX个字符”，弹窗不关闭",1,3,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 标签分类/,新增标签时选择分类为“质量”,已登录系统且具有标签管理权限；标签列表页已打开,"1. 点击“新建标签”按钮
2. 在标签名称输入框输入“质量标签A”
3. 点击标签分类下拉框，选择“质量”
4. 点击“确定”按钮","1. 弹出新建标签对话框
2. 名称输入成功
3. 下拉框显示“质量”
4. 标签创建成功，列表中出现该标签，分类显示“质量”",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 标签分类/,新增标签时选择分类为“其他”,已登录系统且具有标签管理权限；标签列表页已打开,"1. 点击“新建标签”按钮
2. 在标签名称输入框输入“其他标签B”
3. 点击标签分类下拉框，选择“其他”
4. 点击“确定”按钮","1. 弹出新建标签对话框
2. 名称输入成功
3. 下拉框显示“其他”
4. 标签创建成功，列表中出现该标签，分类显示“其他”",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 标签分类/,新增标签时分类下拉框选项完整性验证,已登录系统且具有标签管理权限；标签列表页已打开,"1. 点击“新建标签”按钮
2. 点击标签分类下拉框","1. 弹出新建标签对话框
2. 下拉框显示“质量”和“其他”两个选项，且无其他选项",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 状态/,标签列表页-状态筛选-启用-正向验证,系统存在至少2个标签，其中至少1个状态为“启用”，至少1个状态为“禁用”,"1. 进入标签管理列表页
2. 点击状态下拉框，选择“启用”
3. 点击“查询”按钮","1. 列表页正常显示标签列表
2. 状态下拉框可展开，选项包含“启用”和“禁用”
3. 列表仅显示状态为“启用”的标签，不显示“禁用”标签，且列表数据正确",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 状态/,标签列表页-状态筛选-启用-边界验证（无启用标签）,系统中所有标签状态均为“禁用”，不存在“启用”状态的标签,"1. 进入标签管理列表页
2. 点击状态下拉框，选择“启用”
3. 点击“查询”按钮","1. 列表页正常显示标签列表
2. 状态下拉框可正常选择“启用”
3. 列表显示为空，提示“暂无数据”或类似空状态提示，不报错",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 状态/,标签列表页-状态筛选-启用-重置验证,系统存在至少1个“启用”标签和1个“禁用”标签,"1. 进入标签管理列表页
2. 点击状态下拉框，选择“启用”
3. 点击“查询”按钮
4. 点击“重置”按钮","1. 列表页正常显示标签列表
2. 状态下拉框可正常选择“启用”
3. 列表仅显示“启用”标签
4. 状态下拉框恢复为默认（空或全部），列表恢复显示所有标签（包含启用和禁用），筛选条件被清除",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 状态/,禁用未被任务引用的启用状态标签,存在至少一个状态为“启用”且未被任何未完成任务引用的标签,"1. 进入标签管理列表页
2. 找到该启用标签，点击“禁用”按钮
3. 在二次确认弹窗中点击“确定”","1. 列表页正常显示标签数据
2. 弹出二次确认弹窗，提示确认禁用操作
3. 标签状态变为“禁用”，列表刷新后该标签状态显示为“禁用”，且更新时间更新为当前时间",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 状态/,禁用已被任务引用的标签时提示禁止操作,存在至少一个状态为“启用”且已被未完成任务引用的标签,"1. 进入标签管理列表页
2. 找到该启用标签，点击“禁用”按钮
3. 在二次确认弹窗中点击“确定”","1. 列表页正常显示标签数据
2. 弹出二次确认弹窗，提示确认禁用操作
3. 系统提示该标签已被任务使用，禁止禁用，标签状态保持“启用”不变，更新时间不更新",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 状态/,禁用标签时取消操作,存在至少一个状态为“启用”的标签,"1. 进入标签管理列表页
2. 找到该启用标签，点击“禁用”按钮
3. 在二次确认弹窗中点击“取消”","1. 列表页正常显示标签数据
2. 弹出二次确认弹窗，提示确认禁用操作
3. 弹窗关闭，标签状态保持“启用”不变，更新时间不更新",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 创建时间/,验证标签列表创建时间显示格式为年月日时分秒,系统存在至少一条标签记录，且该标签的创建时间已知（例如：2024-01-15 10:30:45）,"1. 登录系统并进入标签管理列表页
2. 查看列表中标签的“创建时间”列","1. 成功进入标签管理列表页
2. “创建时间”列显示格式为“年月日 时分秒”，例如“2024-01-15 10:30:45”，且与数据库中的创建时间一致",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 创建时间/,验证新增标签后创建时间显示为新增时的时间且不随编辑更新,已登录系统且具有标签管理权限；标签列表页存在至少一条标签；系统时间已知,"1. 记录当前系统时间；
2. 进入标签管理列表页，点击“新建标签”按钮；
3. 在新建标签弹窗中，输入唯一的标签名称，选择分类为“质量”，状态为“启用”，点击“确定”提交；
4. 在标签列表中，找到刚新建的标签，记录其“创建时间”和“更新时间”；
5. 点击该标签的“编辑”按钮，修改标签名称（保持唯一），点击“确定”保存；
6. 再次查看该标签的“创建时间”和“更新时间”。","1. 系统时间记录成功；
2. 成功打开新建标签弹窗；
3. 标签创建成功，列表中出现该标签；
4. 该标签的“创建时间”显示为步骤1记录的系统时间（精确到分钟或秒），且“更新时间”与“创建时间”一致；
5. 标签编辑成功，列表刷新；
6. 该标签的“创建时间”仍为步骤1记录的时间，未发生变化；而“更新时间”更新为编辑操作的时间，晚于“创建时间”。",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 创建时间/,验证新增标签后创建时间不随禁用操作更新,已登录系统且具有标签管理权限；标签列表页存在至少一条未被任务引用的标签；系统时间已知,"1. 记录当前系统时间；
2. 进入标签管理列表页，点击“新建标签”按钮；
3. 在新建标签弹窗中，输入唯一的标签名称，选择分类为“其他”，状态为“启用”，点击“确定”提交；
4. 在标签列表中，找到刚新建的标签，记录其“创建时间”和“更新时间”；
5. 点击该标签的“禁用”按钮，并在二次确认弹窗中点击“确定”；
6. 再次查看该标签的“创建时间”和“更新时间”。","1. 系统时间记录成功；
2. 成功打开新建标签弹窗；
3. 标签创建成功，列表中出现该标签；
4. 该标签的“创建时间”显示为步骤1记录的系统时间，且“更新时间”与“创建时间”一致；
5. 标签状态变为“禁用”，列表刷新；
6. 该标签的“创建时间”仍为步骤1记录的时间，未发生变化；而“更新时间”更新为禁用操作的时间，晚于“创建时间”。",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 更新时间/,验证标签列表更新时间显示格式为年月日时分秒,存在至少一条标签数据，且该标签的更新时间字段有值,"1. 进入标签管理列表页
2. 查看列表中任意一条标签的“更新时间”列","1. 标签管理列表页正常加载
2. “更新时间”列显示格式为“YYYY-MM-DD HH:mm:ss”，例如“2025-03-21 14:30:05”",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 更新时间/,编辑标签后更新时间更新为当前时间,存在一个已创建的标签，且未被任务使用,"1. 进入标签管理列表页，记录该标签的创建时间和更新时间
2. 点击该标签的“编辑”按钮，修改标签名称或分类
3. 保存修改
4. 返回列表页，查看该标签的更新时间","1. 创建时间和更新时间一致
2. 弹出编辑窗口，可修改字段
3. 保存成功，提示操作成功
4. 更新时间晚于创建时间，且等于当前时间",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 更新时间/,禁用标签后更新时间更新为当前时间,存在一个已创建的标签，且未被任务使用,"1. 进入标签管理列表页，记录该标签的创建时间和更新时间
2. 点击该标签的“禁用”按钮
3. 在二次确认弹窗中点击“确定”
4. 返回列表页，查看该标签的更新时间","1. 创建时间和更新时间一致
2. 弹出二次确认弹窗
3. 禁用成功，标签状态变为“禁用”
4. 更新时间晚于创建时间，且等于当前时间",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 更新时间/,刚创建标签时创建时间与更新时间一致,用户有新建标签权限,"1. 进入标签管理列表页，点击“新建”按钮
2. 填写标签名称、分类、状态，点击“确定”
3. 在列表页找到新创建的标签，查看创建时间和更新时间","1. 弹出新建标签窗口
2. 创建成功，提示操作成功
3. 创建时间和更新时间完全一致",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改 - 限制/,编辑标签名称回显且可修改-长度边界1字符,存在一个标签，名称为“旧标签”，分类为“质量”，状态为“启用”，且未被任何未完成任务引用,"1. 进入标签管理列表页，找到目标标签记录
2. 点击该记录的“编辑”按钮
3. 在编辑弹窗中，确认标签名称输入框回显“旧标签”
4. 清空输入框，输入1个字符“A”
5. 点击“确定”按钮","1. 列表页正常显示标签记录
2. 弹出编辑弹窗，标签名称输入框显示“旧标签”
3. 标签名称输入框回显正确
4. 输入成功，无长度限制提示
5. 编辑成功，列表刷新，标签名称更新为“A”，更新时间更新为当前时间",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改 - 限制/,编辑标签名称-长度边界32字符,存在一个标签，名称为“旧标签”，分类为“质量”，状态为“启用”，且未被任何未完成任务引用,"1. 进入标签管理列表页，找到目标标签记录
2. 点击该记录的“编辑”按钮
3. 在编辑弹窗中，清空标签名称输入框
4. 输入32个字符（如“abcdefghijklmnopqrstuvwxyz123456”）
5. 点击“确定”按钮","1. 列表页正常显示标签记录
2. 弹出编辑弹窗
3. 输入框清空成功
4. 输入成功，无长度限制提示
5. 编辑成功，列表刷新，标签名称更新为输入的32字符，更新时间更新为当前时间",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改 - 限制/,编辑标签名称-长度超边界33字符提示错误,存在一个标签，名称为“旧标签”，分类为“质量”，状态为“启用”，且未被任何未完成任务引用,"1. 进入标签管理列表页，找到目标标签记录
2. 点击该记录的“编辑”按钮
3. 在编辑弹窗中，清空标签名称输入框
4. 输入33个字符（如“abcdefghijklmnopqrstuvwxyz1234567”）
5. 点击“确定”按钮","1. 列表页正常显示标签记录
2. 弹出编辑弹窗
3. 输入框清空成功
4. 输入成功，但可能触发长度限制提示
5. 编辑失败，提示标签名称长度不能超过32个字符，标签名称保持原值",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改 - 限制/,编辑标签名称-空字符串校验,存在一个标签，名称为“旧标签”，分类为“质量”，状态为“启用”，且未被任何未完成任务引用,"1. 进入标签管理列表页，找到目标标签记录
2. 点击该记录的“编辑”按钮
3. 在编辑弹窗中，清空标签名称输入框
4. 点击“确定”按钮","1. 列表页正常显示标签记录
2. 弹出编辑弹窗
3. 输入框清空成功
4. 编辑失败，提示标签名称不能为空，标签名称保持原值",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改 - 限制/,编辑标签时名称正确回显且可修改,存在一个标签，如“质量标签A”，状态为启用，未被任何任务引用,"1. 进入标签管理列表页，找到目标标签“质量标签A”
2. 点击该标签的“编辑”按钮
3. 查看编辑弹窗中的标签名称输入框","1. 列表页正常显示该标签
2. 弹出编辑弹窗
3. 标签名称输入框回显“质量标签A”，且可编辑修改",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改 - 限制/,编辑标签名称修改为合法中英文数字组合并保存成功,存在一个标签“旧名称”，未被任务引用，且新名称“新名称123”在系统中不存在,"1. 进入标签管理列表页，点击“旧名称”标签的“编辑”按钮
2. 在标签名称输入框中将名称修改为“新名称123”
3. 点击“确定”或“保存”按钮","1. 编辑弹窗打开，名称回显“旧名称”
2. 输入框内容变为“新名称123”
3. 保存成功，列表页显示更新后的标签名称“新名称123”，且更新时间刷新",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改 - 限制/,编辑标签名称包含特殊字符时校验失败,存在一个标签“合法名称”，未被任务引用,"1. 进入标签管理列表页，点击“合法名称”标签的“编辑”按钮
2. 在标签名称输入框中输入“名称@#”
3. 点击“确定”或“保存”按钮","1. 编辑弹窗打开，名称回显“合法名称”
2. 输入框内容变为“名称@#”
3. 保存失败，提示“仅支持中英文字母、数字”，标签名称保持不变",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改 - 限制/,编辑标签名称包含空格时校验失败,存在一个标签“合法名称”，未被任务引用,"1. 进入标签管理列表页，点击“合法名称”标签的“编辑”按钮
2. 在标签名称输入框中输入“名称 123”
3. 点击“确定”或“保存”按钮","1. 编辑弹窗打开，名称回显“合法名称”
2. 输入框内容变为“名称 123”
3. 保存失败，提示“仅支持中英文字母、数字”，标签名称保持不变",1,3,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改 - 限制/,编辑标签名称为空时校验失败,存在一个标签“合法名称”，未被任务引用,"1. 进入标签管理列表页，点击“合法名称”标签的“编辑”按钮
2. 清空标签名称输入框
3. 点击“确定”或“保存”按钮","1. 编辑弹窗打开，名称回显“合法名称”
2. 输入框内容为空
3. 保存失败，提示“标签名称不能为空”或类似提示，标签名称保持不变",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改 - 限制/,编辑标签名称超长时校验失败,存在一个标签“合法名称”，未被任务引用，且系统对标签名称长度有上限（如50字符）,"1. 进入标签管理列表页，点击“合法名称”标签的“编辑”按钮
2. 在标签名称输入框中输入超过长度上限的字符串（如51个字符）
3. 点击“确定”或“保存”按钮","1. 编辑弹窗打开，名称回显“合法名称”
2. 输入框内容为超长字符串
3. 保存失败，提示“标签名称长度不能超过50个字符”或类似提示，标签名称保持不变",1,3,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改/,编辑标签时名称正确回显且可修改,存在至少一个标签，且该标签未被任何未完成任务引用,"1. 进入标签管理列表页
2. 点击目标标签所在行的“编辑”按钮
3. 在编辑弹窗中查看标签名称输入框","1. 列表页正常显示标签数据
2. 弹出编辑弹窗，标签名称输入框回显当前标签名称
3. 标签名称输入框可编辑，可输入新名称",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改/,编辑标签名称修改为不存在的名称时保存成功,存在一个未被任务引用的标签，且系统中不存在名为“新标签A”的标签,"1. 进入标签管理列表页
2. 点击目标标签的“编辑”按钮
3. 在名称输入框中将原名称修改为“新标签A”
4. 点击“确定”或“保存”按钮","1. 列表页正常显示
2. 编辑弹窗打开，名称可编辑
3. 名称输入框显示“新标签A”
4. 保存成功，列表页显示更新后的标签名称“新标签A”，且更新时间刷新",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改/,编辑标签名称与已有标签重复时提示唯一性校验失败,系统中存在两个标签：标签A和标签B，且标签A未被任务引用；标签B名称已存在,"1. 进入标签管理列表页
2. 点击标签A的“编辑”按钮
3. 将标签A的名称修改为标签B的名称
4. 点击“确定”或“保存”按钮","1. 列表页正常显示
2. 编辑弹窗打开，名称可编辑
3. 名称输入框显示与标签B相同的名称
4. 保存失败，页面提示标签名称已存在，名称未被修改",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 标签名称回显，可修改/,编辑标签名称时清空名称触发唯一性校验,存在一个未被任务引用的标签,"1. 进入标签管理列表页
2. 点击目标标签的“编辑”按钮
3. 清空标签名称输入框
4. 点击“确定”或“保存”按钮","1. 列表页正常显示
2. 编辑弹窗打开
3. 名称输入框为空
4. 保存失败，提示标签名称不能为空或名称必填",1,3,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【编辑】 - 校验 - 已被任务使用的标签，不允许修改/,编辑已被任务使用的标签时提示禁止修改,存在一个标签「xxx」，状态为启用，且已被一个未完成任务引用；用户已登录并拥有标签管理编辑权限,"1. 进入标签管理列表页，找到标签「xxx」
2. 点击该标签对应的「编辑」按钮
3. 在编辑弹窗中修改标签名称或分类
4. 点击「确定」提交修改","1. 列表页正常显示标签「xxx」
2. 弹出编辑弹窗，可编辑字段正常显示
3. 可正常输入修改内容
4. 系统提示“标签「xxx」正在被未转换任务使用，不能修改”，且修改不生效，标签数据保持不变",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【禁用】/【启用】 - 校验 - 已被任务使用的标签，不允许禁用/,禁用已被任务使用的标签时提示不可禁用,存在标签「xxx」，状态为启用，且已被一个未转换任务引用,"1. 进入标签管理列表页
2. 找到标签「xxx」
3. 点击该标签的【禁用】按钮","1. 列表页正常显示，标签「xxx」状态为启用
2. 标签「xxx」在列表中可见
3. 系统提示“标签「xxx」正在被未转换任务使用，不能禁用”，且标签状态仍为启用",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【删除】 - 二次确认/,删除未被任务引用的标签-二次确认后删除成功,存在一个未被任何任务引用的标签，名称为「xxx」，状态为启用或禁用,"1. 进入标签管理列表页，找到标签「xxx」；
2. 点击该标签的「删除」按钮；
3. 在弹出的二次确认对话框中，点击「确定」按钮。","1. 列表页正常显示标签「xxx」；
2. 弹出二次确认对话框，提示「确定删除标签「xxx」吗？」；
3. 标签「xxx」被删除，列表不再显示该标签，且提示删除成功。",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【删除】 - 二次确认/,删除未被任务引用的标签-二次确认取消删除,存在一个未被任何任务引用的标签，名称为「xxx」,"1. 进入标签管理列表页，找到标签「xxx」；
2. 点击该标签的「删除」按钮；
3. 在弹出的二次确认对话框中，点击「取消」按钮。","1. 列表页正常显示标签「xxx」；
2. 弹出二次确认对话框，提示「确定删除标签「xxx」吗？」；
3. 对话框关闭，标签「xxx」未被删除，列表仍显示该标签。",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【删除】 - 二次确认/,删除已被任务引用的标签-二次确认后提示禁止删除,存在一个标签「xxx」，已被至少一个未完成任务引用,"1. 进入标签管理列表页，找到标签「xxx」；
2. 点击该标签的「删除」按钮；
3. 在弹出的二次确认对话框中，点击「确定」按钮。","1. 列表页正常显示标签「xxx」；
2. 弹出二次确认对话框，提示「确定删除标签「xxx」吗？」；
3. 系统提示该标签已被任务使用，禁止删除，标签「xxx」仍保留在列表中。",1,1,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 操作 - 【删除】 - 校验/,删除被未完成任务引用的标签时提示禁止删除,存在一个标签「xxx」，且该标签已被至少一个未完成任务引用；用户已登录并拥有标签管理删除权限,"1. 进入标签管理列表页
2. 在列表中找到标签「xxx」
3. 点击该标签对应的“删除”按钮
4. 在二次确认弹窗中点击“确定”","1. 列表页正常显示，标签「xxx」可见
2. 标签「xxx」显示在列表中
3. 弹出二次确认删除弹窗，提示确认删除该标签
4. 系统提示“标签「xxx」正在被未转换任务使用，不能删除”，删除操作被阻止，标签仍保留在列表中",1,2,功能测试,功能测试阶段
/标签管理（林禹成） - 列表页 - 排序/,标签列表默认按创建时间倒序排列,系统中存在至少3个标签，且创建时间各不相同（例如：标签A创建时间最早，标签B次之，标签C最晚）,"1. 进入标签管理列表页
2. 观察列表默认排序","1. 列表页正常显示标签列表
2. 列表按创建时间倒序排列，即最新创建的标签（标签C）显示在最前面，最早创建的标签（标签A）显示在最后面",1,2,功能测试,功能测试阶段
